,Paper ID,Hypothesis/Proposition #,Hypothesis/Proposition Full Sentence
544,kavsc06amj.txt,h4,hypo 3: crew turnover is related to higher food waste.
545,kavsc06amj.txt,h5,hypo 4: manager turnover is related to longer customer wait time.
546,kavsc06amj.txt,h6,hypo 5: manager turnover is related to higher food waste.
547,kavsc06amj.txt,h7,hypo 6: customer wait time is negatively related to sales.
548,kavsc06amj.txt,h8,hypo 7: customer wait time is negatively related to profit.
549,kavsc06amj.txt,h9,hypo 8: food waste is negatively related to profit.
550,kavsc06amj.txt,h10,"hypo 1: crew turnover was significantly related to both wait time and food waste, indicating support for hypotheses 2 and 3. on the other hand, management turnover was pos itively and significantly related to wait time but not to food waste."
551,kb06ijhrm.txt,h0,"hypo 2: 0 human resource management systems and organizational performance: a test of a mediating model in the greek manufacturing context anastasia a. katou & pawan s. budhwar to cite this article: anastasia a. katou & pawan s. budhwar human resource management systems and organizational performance: a test of a mediating model in the greek manufacturing context, the international journal of human resource management, 17:7, 1223-1253, doi: 10.1080/09585190600756525 published online: 17 feb 2007. submit your article to this journal article views: 716 view related articles citing articles: 65 view citing articles full terms & conditions of access and use can be found at http://www.tandfonline.com/action/journalinformation?journalcode=rij"
552,kb06ijhrm.txt,h1,"hypo 2: 0 download by: [university of north carolina charlotte] date: 06 february 2017, at: 18:08 int."
553,kb06ijhrm.txt,h2,hypo 1: a positive relationship exists between hrm outcomes and organizational performance in greek organizations.
554,kb06ijhrm.txt,h3,"thus, according to these relationships depicted in the operational model we further hypothesise that: "
555,kb06ijhrm.txt,h4,hypo 2: a positive relationship exists between hrm systems and hrm outcomes in the greek context.
556,kb06ijhrm.txt,h5,hypo 3: a positive relationship exists between hrm systems and organizational performance in greek ﬁrms.
557,kb06ijhrm.txt,h6,hypo 4: increases in hrm outcomes mediate the relationship between hrm systems and organizational performance.
558,kb06ijhrm.txt,h7,hypo 3: table 7 aggregate backward regression results for testing mediation of ohrmo model 1b oop model 2b ohrmo model 3b oop model 4b oop controls life cycle stage union intensity age capital intensity size industry business strategies quality innovation cost mediators ohrmo ohrms r2 adjusted r2 note: signiﬁcant levels in parentheses; standard errors in brackets.
559,kb06ijhrm.txt,h8,"hypo 2: 3 from the regression results in model 3, we see that hrm outcomes positively affect organizational performance, i.e., support for "
560,kb06ijhrm.txt,h9,"hypo 1: 4 from the regression results in model 4, we see that both hrm systems and hrm outcomes positively affect organizational performance, thus supporting "
561,kb06ijhrm.txt,h10,"hypo 4: because both these variables are signiﬁcant, this ﬁnding supports partial mediation in order to test the indirect effect, we used preacher and leonardelli’s interactive programme to calculate the critical z ratio."
562,kb06ijhrm.txt,h11,"hypo 3: 2 from the regression results in models 6b, 7b and 8b, we see that the hrm systems of resourcing-development and reward-relations positively affect the hrm outcomes of skills, attitudes and behaviours, thus supporting "
563,kb06ijhrm.txt,h12,"hypo 2: 3 from the regression results in model 9b, we see that the hrm outcomes of skills and for attitudes positively affect organizational performance, providing support "
564,kb06ijhrm.txt,h13,"hypo 1: the effect of behaviours on organizational performance is negative, and thus this is not supporting "
565,kb06ijhrm.txt,h14,"hypo 1: it is imperative that this effect must be positive because high values of the absence and turnover rates questions in the questionnaire refer to ‘very good’ behaviour levels, meaning that due to the questions scaling, absence refers properly to presence and turnover refers properly to retaining."
566,kb06ijhrm.txt,h15,"hypo 4: because both variables of hrm systems and hrm outcomes are signiﬁcant, this ﬁnding supports partial mediation ."
567,kb06ijhrm.txt,h16,"our results support the view that if the organization puts emphasis on the cost business strategy, this action will have a negative effect on table 10 summary of results with respect to hypotheses tested "
568,kb06ijhrm.txt,h17,hypo 1: a positive relationship exists between hrm outcomes and organizational performance 
569,kb06ijhrm.txt,h18,hypo 2: a positive relationship exists between hrm systems and hrm outcomes 
570,kb06ijhrm.txt,h19,hypo 3: a positive relationship exists between hrm systems and organizational performance 
571,kb06ijhrm.txt,h20,hypo 4: increases in hrm outcomes mediate the relationship between hrm systems and organizational performance 
572,kb06ijhrm.txt,h21,"hypo 4: overall organizational performance hrm outcomes skills attitudes behaviours overall hrm outcome hrm systems resourcing and development reward and relations overall hrm system yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes 1246 the international journal of human resource management organizational performance and on hrm outcome, with emphasis on attitudes."
573,kb06ijhrm.txt,h22,"hypo 1: furthermore, it is seen that employee skills and attitudes positively affect overall organizational performance, thus partially supporting "
574,kb06ijhrm.txt,h23,hypo 1: this ﬁnding demonstrates that the relationships between hrm systems and organizational performance may be mediated by hrm outcomes such as employee skills and attitudes.
575,kb06ijhrm.txt,h24,"hypo 3: similarly, for hrm outcomes to mediate between hrm systems and business performance, hrm systems must also affect hrm outcomes ."
576,kb06ijhrm.txt,h25,"hypo 2: speciﬁcally, it is generally accepted that according to human capital theory higher employee skills or competences lead to greater capabilities of the pool of human capital under the ﬁrm’s in developing more efﬁcient means of control katou and budhwar: human resource management ."
577,kb06ijhrm.txt,h26,"hypo 2: having produced arguments with respect to the possible mediating variables, we show in table 10 that the hrm outcome partially mediates the relationship between the human resource management system and overall organizational performance."
578,kb06ijhrm.txt,h27,"hypo 4: 1248 the international journal of human resource management conclusions although past research has demonstrated that there exists a relationship between hr practices and organizational performance, it has neglected to investigate the mediating mechanisms, usually called the ‘black box’, through which hr policies are hypothesized to affect organizational performance ."
579,kl02ms.txt,h0,"hypo 1: the more a ﬁrm prevents waste, the higher its ﬁnancial performance."
580,kl02ms.txt,h1,"hypo 2: the less a ﬁrm treats waste onsite, the higher its ﬁnancial performance."
581,kl02ms.txt,h2,"hypo 1: we note, however, that this more stringent model reduced the signiﬁcance of our waste prevention coefﬁcient estimates 028 to p < 005 in table 3)."
582,km00smj.txt,h0,hypo 1: firms employing a larger perhypothesis 1: firms employing a larger percentage of professionals develop more extencentage of professionals develop more extensive work-life programs.
583,km00smj.txt,h1,hypo 2: when a firm employs a higher 
584,km00smj.txt,h2,"hypo 2: when a firm employs a higher percentage of professionals, the extensiveness percentage of professionals, the extensiveness of its work-life program is more strongly posiof its work-life program is more strongly positively related to productivity."
585,km00smj.txt,h3,"hypo 3: firms investing in workers' firm-specific skills, as indicated by the presence firm-specific skills, as indicated by the presence of career ladders, develop more extensive of career ladders, develop more extensive work-life programs."
586,km00smj.txt,h4,"hypo 4: the extensiveness of a workhypothesis 4: the extensiveness of a worklife program is more strongly positively related life program is more strongly positively related to productivity in firms investing in workers' to productivity in firms investing in workers' firm-specific skills, as indicated by the presence firm-specific skills, as indicated by the presence of career ladders."
